"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Seconds viewed","Average Seconds viewed","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide","Estimated earnings (USD)","Negative feedback from users: Hide all"
122152920122654483,61569634500241,"Juan365 Live Stream","Mas masaya ang laro kapag may tamang diskarte at limit. 💛
Team Balance ka din ba Juankada ?

#Juan365livestream #juanababes #Juan365",,0,"11/28/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02cyv9tTUXyyB98rcdQvX4rZLdTnaCwcuFNsuFfdewTksqaRzGqPaVvYeyxPX2LhG3l,0,0,Photos,,,,,Lifetime,2732,1059,319,175,95,49,65,56,8,1,,,,,,,
122152888112654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/28/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0jj7GZdqQqXb7Gpf3NYjuYeY8AMN24TZizKBKZUDVGxPQpssnD3bzDT3xYbUoGN9El,0,0,Photos,,,,,Lifetime,2730,1275,183,113,56,14,87,73,14,,,,,,,,
122152879508654483,61569634500241,"Juan365 Live Stream","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",87,"11/28/2025 04:01",mixed,https://www.facebook.com/reel/856525323422741/,1,0,Reels,,,,,Lifetime,1297,879,182,127,41,14,122,122,,,20697.408,18.696,,0,,0,
122152874960654483,61569634500241,"Juan365 Live Stream","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365",11,"11/28/2025 02:30",N/A,https://www.facebook.com/reel/1211955180810925/,1,0,Reels,,,,,Lifetime,773,609,105,83,14,8,26,26,,,2938.876,4.802,,0,,0,
1338347730758323,61569634500241,"Juan365 Live Stream","Juanababe Jam,Abi and Sena","Live na kami Juankada! Pasok na, Juankada at may pa surpresa! 👋🔥

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",8105,"11/27/2025 23:29",uploaded,https://www.facebook.com/juan365livestream/videos/1338347730758323/,0,0,Live,,,,,Lifetime,10615,9873,8825,2173,3604,3048,888,880,,8,587767.656,71.469,0,0,,,
122152836878654483,61569634500241,"Juan365 Live Stream","Warm-up challenge muna, Juankada! 🤩 Guess the Correct Juanababe Sequence 

Comment your answer + Member ID ⬇️ and let’s see who gets it right!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02Bqk6gSFiPtacvu2bwNL3Qo8aeEHjwFaDjzzNMWTf3TkzPJDszxzzcZDwo9pztqCrl,0,0,Photos,,,,,Lifetime,5016,2301,372,157,157,58,322,292,30,,,,,,,,1
122152827572654483,61569634500241,"Juan365 Live Stream","Who’s excited for today’s livestream? 🙋‍♂️
Juana Babe Sena,Juana Babe Jam  & Juana Babe Abi are going LIVE at 3:30 PM!
Comment “READY” para sa solid Juanakda. 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 17:18",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0P73HXFcoArTMEnurUw4Y5ABxyAzhKENw45remCWcRRj6CL5D1DJAviyigEuACct5l,0,0,Photos,,,,,Lifetime,3455,1440,323,179,82,62,118,111,7,,,,,,,,
122152762442654483,61569634500241,"Juan365 Live Stream","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",36,"11/26/2025 21:01",mixed,https://www.facebook.com/reel/25288231460838463/,1,0,Reels,,,,,Lifetime,697,460,120,78,29,13,28,28,,,4975.171,8.774,,0,,0,
122152748960654483,61569634500241,"Juan365 Live Stream","Mark your time! ⏳
3:30 PM sharp ang start ng livestream — be there or be late to the fun! 😜

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/26/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Gi42hZ9HfFKgF89eN9NtwRK1qj37DjbuHJHNWkqLGS1Uz6ie4FsWpduDTtgkKvfYl,0,0,Photos,,,,,Lifetime,1625,825,114,85,23,6,56,48,8,,,,,,,,2
122152724624654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/26/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02qMs6So6w61igtyu7KxpreJeuPVubFupyrYkVrjXALCkHgWU2tJeD4FeFnnje7uATl,0,0,Photos,,,,,Lifetime,1898,974,127,83,35,9,91,80,11,,,,,,,,
1185961456825525,61569634500241,"Juan365 Live Stream","Juanababe Ash","Solo live time Juankada! Pasok na sa stream, let’s vibe together!🥰🫶with @[61580337497087:2048:Juana Babe Ashley]

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",7835,"11/25/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1185961456825525/,0,0,Live,,,,,Lifetime,9549,9032,5853,1345,3214,1294,985,985,,,593473.869,82.472,0,0,,,
122152677452654483,61569634500241,"Juan365 Live Stream","Game na, Juankada? Makipag-kulitan with your Juanababes on stream — may special surpresa pang nakaabang para sa’yo! 🎁✨

ALL-in-Juan fun, dito lang sa Juan365 Livestream!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/25/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0DvK8Ce2AaxfY1dQxP8JLA9UWvT1gbFZzxpg32i6U2NdM4NT7nuuVK7c3FUbGTbwml,0,0,Photos,,,,,Lifetime,2069,892,153,99,26,28,62,57,5,,,,,,,,
122152673018654483,61569634500241,"Juan365 Live Stream","Let’s do the matching game at ipakita kung gaano mo kakilala ang bawat game sa Juan365! 👀

I-COMMENT na ang tamang sagot! 👇

#juanababes #juan365livestream #juan365",,0,"11/25/2025 20:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid023RTybYUTVXADFqzd1XxNa92xZUUCvMCxVWVcR3LmC1MzVeLE77YNFoUGEihhwdRkl,0,0,Photos,,,,,Lifetime,2042,959,220,102,87,31,177,145,32,,,,,,,,
122152664906654483,61569634500241,"Juan365 Live Stream","Afternoon vibes unlocked 🌤️ Join the fun stream with Juana Babe Ashley — 3:30 PM tayo!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Y83hmq3V8cxAPzkUvkJiX4D8w6a5mS4HvyEMzyRJm3PAwD79k7gTbJ1pkqCN3iU5l,0,0,Photos,,,,,Lifetime,2190,1034,175,111,38,26,72,67,5,,,,,,,,
122152635986654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/25/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02145a2b1yc2mRLWGBj7wGA9cH3G7eKvCXgpk4X7BUuPemNrtcKg1de8iTwSz1yCmbl,0,0,Photos,,,,,Lifetime,6403,3477,216,131,67,18,266,189,77,,,,,,,,
122152627928654483,61569634500241,"Juan365 Live Stream","One tap is all it takes!
Dive in and unlock endless gaming excitement today! 🎮

#juanababes #juan365livestream #juan365",,0,"11/25/2025 05:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02aTuM5VPrkeRVoVNTY6D1Jx17VpDX5tcSrub5BzrQgwUDfHabCMQfxuWHAQbvez7pl,0,0,Photos,,,,,Lifetime,1758,939,110,71,29,10,68,58,10,,,,,,,,
122152619894654483,61569634500241,"Juan365 Live Stream","30 days na lang! 🎅
Sino’ng excited mag-simbang gabi, kumain ng bibingka, at mag-unbox ng gift galing kay Juan at mga Juanababes? 🎁✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02hYRaUZ5nLUJzqSSDECjyV4bLZEgwBXp2BiBkU6Wn1NTJsGTgMk5jW52AQNykRwtbl,0,0,Photos,,,,,Lifetime,1702,819,129,84,29,16,63,56,7,,,,,,,,
748751951614467,61569634500241,"Juan365 Live Stream","Juana babe Zell and Jam","Live vibes! Juankada! Samahan niyo kami 🥰with Juana Babe Jamand Juana Babe Zell 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",9756,"11/24/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/748751951614467/,0,0,Live,,,,,Lifetime,11166,11284,11099,2387,5668,3044,1294,1294,,,684117.78,79.91,0,0,,,
122152578740654483,61569634500241,"Juan365 Live Stream","Happy Tuesday! Doing better ka, Juankada! 💪

#juanababes #juan365livestream #juan365",,0,"11/24/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0GMrEKJA5kZZcESZqHMv37XTFEsm8LeDwDDaHXpz979VqWovSLTDeAFwBToNZA5QBl,0,0,Photos,,,,,Lifetime,1946,884,157,95,46,16,48,45,3,,,,,,,,
122152567616654483,61569634500241,"Juan365 Live Stream","Ready for some unexpected fun? 🔥
See you on the livestream at 3:30 PM with your Juana Babe Jam & Juana Babe Zell! 🎥✨
Don’t miss it, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/24/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02AqY15ecwQqvnkKxdbv5JM56s398Nr6N29Ym5N8nKiDA7J2RU9mMPKntAksM7HUkXl,0,0,Photos,,,,,Lifetime,2525,1187,241,147,60,34,90,81,9,,,,,,,,
122152541564654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/24/2025 07:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0AYPbT42V6CMimUoVk8Be6WXo2K6JXNmaFrTk8rJJU2KvAhytSZuKfWLGm4jx1fVml,0,0,Photos,,,,,Lifetime,2360,1154,193,104,71,18,72,60,12,,,,,,,,
122152532318654483,61569634500241,"Juan365 Live Stream","Juan365 Livestream is here to turn your day around—fun, kwentuhan, and good vibes all the way!

Join us live every day and let’s make boredom a thing of the past!🔥✨

#juanababes #juan365livestream #juan365",,0,"11/24/2025 04:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NvzYJcBXm3SY5rppjzstwhwsSMKioBgLumVh1oQ9mv4MoJfSNbL2xpMeDHBg4BRul,0,0,Photos,,,,,Lifetime,2331,1041,175,104,42,29,69,59,10,,,,,,,,
2126712044763113,61569634500241,"Juan365 Live Stream","Juanababe Ash and Zell","Streaming Live Juankada! Join the conversation with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley] 🔊💭

#juanababes #Juan365livestream -- #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",7440,"11/23/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2126712044763113/,0,0,Live,,,,,Lifetime,12964,13365,10006,2687,5722,1597,1620,1619,,1,718121.368,71.963,0,0,,,
122152492766654483,61569634500241,"Juan365 Live Stream","Gusto mo ng saya at thrill? Step in and level up your day — only at Juan365! 🎮
Comment ‘GAME!’ kung ready ka na to join the fun!👇

#juanababes #juan365livestream #juan365",,0,"11/23/2025 22:33",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02iVaLnuDyAFU3L9LsCsPBbPLKr1qb1Ehz9KwtgujzLdeMK1VjmYZve67dxCfFPsfwl,0,0,Photos,,,,,Lifetime,2186,850,174,98,54,22,73,68,5,,,,,,,,
122152480622654483,61569634500241,"Juan365 Live Stream","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365",19,"11/23/2025 19:00",N/A,https://www.facebook.com/juan365livestream/videos/1326788862535898/,0,0,Videos,,,,,Lifetime,912,674,146,97,31,18,60,60,,,5201.318,7.086,0,0,,0,
122152472828654483,61569634500241,"Juan365 Live Stream","Handa na ba kayo sa solid vibes, surprises, at full energy?
Kita-kits sa stream at 3:30PM🤗

Juana Babe Ashley | Juana Babe Sena 

#juanababes #Juan365livestream #Juan365PH",,0,"11/23/2025 17:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid07rsiLTHR6MQJ3UZRQy4UmCWx7EVGjqAQ7rKEdw2EjGV5hXEQHvv4buqpNjHHSng1l,0,0,Photos,,,,,Lifetime,2901,1229,258,157,63,38,91,81,10,,,,,,,,
122152446194654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/23/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NyBDxfH2L6cnMULfYcAkZxyf5NdVnrJ45dxe7ia3YS1JvFDuA9JtikEcYXpV8Hu8l,0,0,Photos,,,,,Lifetime,2957,1280,728,104,39,585,201,98,103,,,,,,4,,
122152427540654483,61569634500241,"Juan365 Live Stream","Juankada, handa ka na ba? 😳 Ano sa tingin mo ang laman ng Mystery Box? Comment your wildest guess!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/23/2025 03:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02oMtDLoDNzmMmXDzFnv9rubvkSXWYKmr7QNvEjcRqZYBEDVn2jFtuShKtxTmWVsNSl,0,0,Photos,,,,,Lifetime,2532,1143,230,114,93,23,140,131,9,,,,,,,,
1071596191650933,61569634500241,"Juan365 Live Stream","Chill mode on, Juankada!","Let’s spread the good vibes! Watch us live with @[61580361006776:2048:Juana Babe Sena] at @[61580479407070:2048:Juana Babe Zell]! 🌈",8246,"11/22/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1071596191650933/,0,0,Live,,,,,Lifetime,12409,11659,8889,1705,5662,1522,1050,1039,,11,590962.437,59.137,0,0,,,
122152392614654483,61569634500241,"Juan365 Live Stream","Believe in yourself, Juankada! 🌟 Ang ganda ng araw na ‘to, kaya mo ‘yan!

#juanababes #juan365livestream #juan365",,0,"11/22/2025 20:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02vDWxhUZhMJ7Bo21bK1Pvo58ECEfSuxoWG6T3fU165dpGGsZu3iw8qNZJfWM2xwJCl,0,0,Photos,,,,,Lifetime,3095,1493,254,134,76,44,80,73,7,,,,,,,,
122152392248654483,61569634500241,"Juan365 Live Stream","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya",15,"11/22/2025 20:00",N/A,https://www.facebook.com/juan365livestream/videos/859617703268695/,1,0,Videos,,,,,Lifetime,1116,730,237,117,86,34,89,89,,,5097.211,5.798,0,0,,0,
122152387784654483,61569634500241,"Juan365 Live Stream","📣 Juankada, mamaya na ‘to! LIVE at 3:30 PM!
Prepare your snacks, your comments, and your good vibes!😆

Juana Babe Sena | Juana Babe Zell  

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 18:16",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0HQ2NEy1uHP37GhF7A5N7ynPJ5FtoHzhnDp4RjZB4TrE9py5jPDFVXsdAvrvqopVHl,0,0,Photos,,,,,Lifetime,1824,843,170,116,33,21,35,34,1,,,,,,,,1
122152356356654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0dh6E7KYqFZ3oeFrQtPjgYitRbWCuFrTs2SVyXdNw7Uz8dADqay8v1mKYGNNq69Ytl,0,0,Photos,,,,,Lifetime,4954,2559,206,111,55,40,355,171,170,14,,,,,1,,
122152346702654483,61569634500241,"Juan365 Live Stream","Speak Up Your Mind!
Anong laro ang nagbibigay saya sa’yo lately? 🕹

Comment mo with your Member ID, baka may magic surprise na dumating! ✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 04:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0tjThxENZ4ugraUy8aRuzqpgsgMyyNHRpbRgxTxx77uAeDf8Ng8UT6MUrEuuNZDtpl,0,0,Photos,,,,,Lifetime,1800,873,187,90,66,31,93,84,9,,,,,,,,
122152339892654483,61569634500241,"Juan365 Live Stream","Responsible gaming starts with knowing when to stop. Keep it fun, keep it smart — play responsibly, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02pL1z6y9YBH99AugbqEd1e4aDmnWJtceocXWR1vC4nXuwyghMiQ4xj7Zbbfq2d7VJl,0,0,Photos,,,,,Lifetime,3107,1442,267,130,94,43,129,83,15,31,,,,,,,
1957445268314558,61569634500241,"Juan365 Live Stream","Juanababe  Abi and Juanababe Sena","Tara sa live Juankada! let’s vibe! with @[61580716220863:2048:Juana Babe Abi] and @[61580361006776:2048:Juana Babe Sena]☺️

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",8433,"11/21/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/1957445268314558/,0,0,Live,,,,,Lifetime,11711,11554,7148,1559,3893,1696,1099,1060,,39,724177.453,81.413,0,0,,,
122152312886654483,61569634500241,"Juan365 Live Stream","Ready na ba kayo, Juankada?
Sino kaya ang magiging lucky? Comment na at ipakita kung ano ang deserve mo! 🔥

#juanababes #juan365livestream #juan365",,0,"11/21/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0ZPSH22E2zw1QKdRWFC8JzLee5SbG6uXc7FWLcknzsDHRtmqMwnvydj2zUSMUucoQl,0,0,Photos,,,,,Lifetime,5034,2341,346,153,143,50,328,253,22,53,,,,,,,
122152303298654483,61569634500241,"Juan365 Live Stream","🎥 See you LIVE at 3:30 PM!
Samahan niyo ako sa chikahan at kulitan mamaya!

✨ Trio the fun kasama sina Juanababe Jam, Abi, at Sena! 💛

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/21/2025 20:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02mRwfy4cPRDCeCNXwQYKfbCKG4nmwg3WfCZGaDNy7QesAzaFn22JVQfX7NgaL4S7ol,0,0,Photos,,,,,Lifetime,3540,1573,303,184,76,43,104,90,14,,,,,,,,
122152271432654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/21/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid023odpJgghxFkLsXMuEjMuZjcu6EFPSAY6jmG7xjFyxf2yp3QQUvBBrKQhVGdUWctLl,0,0,Photos,,,,,Lifetime,2282,1198,194,111,55,28,73,61,12,,,,,,,,
122152262030654483,61569634500241,"Juan365 Live Stream","Let’s make it a fun Friday — anong gagawin mo?🫣

#juanababes #juan365livestream #juan365",,0,"11/21/2025 04:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02ZTNDtrrf9VSR9xKMEeUvnKX9USY4mL1111LBeTkVDNGmXyxCPEk1rWcqWny8GCPtl,0,0,Photos,,,,,Lifetime,1319,685,150,87,42,21,42,37,5,,,,,,,,
122152257902654483,61569634500241,"Juan365 Live Stream","Kung saan may tawanan, kwentuhan, kulit time, at walang sawang good vibes everyday — nandito ‘yan sa Juan365 Livestream!

Happiness Guaranteed. 🤩

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/21/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0dbxVgZSKn12ckLvZuvH8mVcjfGFsw7UxAoArea117Zzp68o2FyjmkJYf7ujipjDyl,0,0,Photos,,,,,Lifetime,1480,773,164,94,53,17,62,56,6,,,,,,,,
2589330214776977,61569634500241,"Juan365 Live Stream","Juanababe Abi and Sena","Araw ng good vibes Juankada! dito lang sa live! with @[61580716220863:2048:Juana Babe Abi] and @[61580361006776:2048:Juana Babe Sena]😊🥰

#juanababes #Juan365livestream #Juan365PH #Juan365 #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",8017,"11/20/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2589330214776977/,0,0,Live,,,,,Lifetime,10797,9327,9441,3065,4527,1849,1014,1006,,8,611838.02,74.961,0,0,,,
