"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Total clicks","Other Clicks","Link Clicks","Matched Audience Targeting Consumption (Photo Click)","Approximate content monetization earnings","Negative feedback from users: Hide all","Negative feedback from users: Hide"
122156031968762707,61572881214141,Juan365,"From World No. 88 to shocking the globe 🌍

Ginulat ng Alas Pilipinas Men ang World No. 21 Egypt para sa unang makasaysayang panalo sa 2025 FIVB Men’s World Championship! 🏐💥

History unlocked. ✨ Mabuhay ang Alas, Mabuhay ang PILIPINAS! 🇵🇭

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada #JuanSports",,0,"09/17/2025 00:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02czMSYoDS1ygD4B4oyEpKGU1pjK8RkSxEQYDEoG8UX45TrWvVi99ycVqV8norU2Mgl,0,0,Photos,,,,,Lifetime,30360,17360,413,285,79,49,,,,343,243,24,76,0.07,3,
122156018660762707,61572881214141,Juan365,"Happy National Pet Bird Day! 🐦✨ Pasilip naman ng ibon mo, Juankada! 😁

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/16/2025 22:18",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02McyqXri2WKhhnQRJ6ewSsNfXbLbmbNhvzcdW2Q6xeaBfMHPD8Px4GnV58APH3iEdl,0,0,Photos,,,,,Lifetime,61054,34571,901,495,379,27,,,,1407,1253,51,103,0.15,2,3
122156011190762707,61572881214141,Juan365,"Comment ‘Present!’ + your User ID para masama sa swerte today!

Download the Juan365 app & join the fun! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Comment ‘Present!’ + your User ID para masama sa swerte today!

Download the Juan365 app & join the fun! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"09/16/2025 21:01",N/A,https://www.facebook.com/Juan365officialpage/videos/1121060393330258/,1,0,Videos,,,,,Lifetime,31709,25937,1666,714,798,154,92176.083,3.466,0,1313,1313,,,0,,
122155952054762707,61572881214141,Juan365,"Kaya kung gusto mo rin makita si The Juan mo, tara na! 😉

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/16/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02PM8G8UAFysd2PZn6HJN1Dz1AWQf3v59UViF4Huk723oeT7TeQd7xQ3QeJXFRaTEil,0,0,Photos,,,,,Lifetime,49636,29625,437,244,155,38,,,,839,682,37,120,0.18,5,2
122155861292762707,61572881214141,Juan365,"Reminder, Juankada! ⚠️
Trust Juan365 Official Page at Juan365 CSR only for any concern.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada  #JuanAlert","Reminder, Juankada! ⚠️
Trust Juan365 Official Page at Juan365 CSR only for any concern.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada  #JuanAlert",10,"09/16/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/videos/3122023357958208/,1,0,Videos,,,,,Lifetime,37076,27916,795,492,232,71,99940.989,3.18,0,510,509,1,,0.01,,
122155829942762707,61572881214141,Juan365,"Payday blues vibes
Kahapon sweldo, ngayon puro resibo…
Team Petsa de Peligro ka ba o Team Bagong Sahod? 🤑
Comment mo sa baba, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/16/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Gy1ni5uK1Nro66Uo3mNdY4NGun7Vf9pdvQwS2Drz7mkLydpZfKjHwBoMQGrN2Xq2l,0,0,Photos,,,,,Lifetime,43934,24658,623,361,204,58,,,,547,444,1,102,0.11,2,1
122155811924762707,61572881214141,Juan365,"Juan365 updated his cover photo.",,0,"09/16/2025 00:30",N/A,https://www.facebook.com/photo.php?fbid=122155811924762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,1013,583,793,530,190,73,,,,19,10,6,3,0.24,2,1
122155811576762707,61572881214141,Juan365,"Download the Juan365 app https://apps.apple.com/ph/app/juan365/id6749568347 & join the fun, Juankada!",,0,"09/16/2025 00:29",N/A,https://www.facebook.com/photo.php?fbid=122155811576762707&set=a.122094547100762707&type=3,0,0,Photos,,,,,Lifetime,69595,37236,1282,782,406,94,,,,2361,1089,1176,96,1.16,7,4
122155783658762707,61572881214141,Juan365,"Update your Juan365 app now to get the latest push notifications — diretso sa phone mo ang winning updates, promotion updates, at exciting bonuses! 🎉 Don't forget to click 'Allow' sa push notifications ha!

Download the Juan365 app https://apps.apple.com/ph/app/juan365/id6749568347 & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Update your Juan365 app now to get the latest push notifications — diretso sa phone mo ang winning updates, promotion updates, at exciting bonuses! 🎉 Don't forget to click 'Allow' sa push notifications ha!

Download the Juan365 app https://apps.apple.com/ph/app/juan365/id6749568347 & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"09/15/2025 21:01",N/A,https://www.facebook.com/Juan365officialpage/videos/4067921253461731/,1,0,Videos,,,,,Lifetime,26466,21006,736,414,255,67,73903.362,3.328,0,855,401,454,,0,,
122155757198762707,61572881214141,Juan365,"Gusto mo ba ng maagang Pamasko, Juankada? 🎄

How to Join:
1. I-comment kung ano ang nilolook forward mo this Christmas + iyong User ID.
2. Follow Juan365 .
3. Download the Juan365 App.
4. I-tag ang 5 friends mo.
5. I-comment ang screenshot na naka-follow ka at naka-download ng Juan365 App.
6. Share this post.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Gusto mo ba ng maagang Pamasko, Juankada? 🎄

How to Join:
1. I-comment kung ano ang nilolook forward mo this Christmas + iyong User ID.
2. Follow @[61572881214141:2048:Juan365] .
3. Download the Juan365 App.
4. I-tag ang 5 friends mo.
5. I-comment ang screenshot na naka-follow ka at naka-download ng Juan365 App.
6. Share this post.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",10,"09/15/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1084984586774899/,1,0,Videos,,,,,Lifetime,32669,27725,1177,606,415,156,98406.304,3.589,0,790,790,,,0,,
122155714406762707,61572881214141,Juan365,"📣 ADVISORY JUANKADA!

Heads-up lang po! 📱

The GCash App will undergo system maintenance on September 16, 2025 (Tuesday), from 2:00 AM to 3:00 AM.
During this time, GCash services might not be available.

👉 Plan your transactions ahead to avoid any hassle!

Salamat sa inyong pang-unawa, mga Ka-Juan! 💙

#Juan365 #MaintenanceUpdate #QuickFixOnly #TheResponsibleJuan #AllInJuanSaSaya",,0,"09/15/2025 08:35",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0txg4y3mysygeW7Cwoxh6qQXm7TDT3R7Ez4cNnQf3Dgb9XVxWXYPtBKKpzaUFe7aHl,0,0,Photos,,,,,Lifetime,43929,25473,584,334,208,42,,,,782,660,53,69,0.13,8,1
122155704194762707,61572881214141,Juan365,"Represent, represent! 📍 
Comment mo na kung taga saan ka, Juankada + User ID!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/15/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid021oKqK8yRict3TmMbjpFs8BhttpJNcDJCaotKYtV4R2K6aJXeNpjUqJfy9b2HdBnLl,0,0,Photos,,,,,Lifetime,40174,24035,1212,479,596,137,,,,1119,1022,,97,0.1,3,1
122155674164762707,61572881214141,Juan365,"Pag legit at solid, hindi matutumbasan! 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/15/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02zxWPjKi1JfaWeJh8ekw4hB1Ghs5PGifKN3NJsCcqFNHUh5cW8WvCUDMUDdjWTn6pl,0,0,Photos,,,,,Lifetime,56058,31357,649,362,236,51,,,,954,853,1,100,0.62,5,1
122155629800762707,61572881214141,Juan365,"Start fresh, start smart! Claim your cashback and play again, Juankada!

Download the Juan365 app & join the fun! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Start fresh, start smart! Claim your cashback and play again, Juankada!

Download the Juan365 app & join the fun! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",9,"09/14/2025 21:01",N/A,https://www.facebook.com/Juan365officialpage/videos/4027660110712851/,1,0,Videos,,,,,Lifetime,33690,28365,1143,565,493,85,96340.555,3.486,0,870,868,2,,0,,
122155620062762707,61572881214141,Juan365,"REST IN POWER, “THE HITMAN” 🕊️

Boxing legend Ricky Hatton has passed away at 46. A true warrior remembered forever.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #RickyHatton",,0,"09/14/2025 19:21",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid031xAqrLD1V7hYWW2zunopJjzA8rWxtGiBoauQKfTmhVVCRVgYQHypVJWtKvQhYSV3l,0,0,Photos,,,,,Lifetime,129810,75347,627,511,69,47,,,,3972,3299,1,672,1.56,4,2
122155606718762707,61572881214141,Juan365,"Payday vibes? Perfect time para i-treat ang sarili! 💸
Play smart and play safe, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Payday vibes? Perfect time para i-treat ang sarili! 💸
Play smart and play safe, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"09/14/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/570109386124064/,1,0,Videos,,,,,Lifetime,17604,17425,622,376,214,32,42089.421,2.733,0,366,363,3,,0,,
122155553540762707,61572881214141,Juan365,"Kung papipiliin ka, Juankada… A or B? Comment mo na sagot mo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/14/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0qYgBwcSakEazo4xqwSAUVr4yj4D8XNjMU3Yhh11gWtKioWuBWmtf8AdnWESUt5MJl,0,0,Photos,,,,,Lifetime,41729,23516,1298,559,662,77,,,,1115,992,1,122,0.43,3,3
122155507028762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"09/14/2025 03:02",N/A,https://www.facebook.com/Juan365officialpage/videos/830460969391991/,1,0,Videos,,,,,Lifetime,43022,39322,1431,922,411,98,136946.697,3.874,0,1349,1347,2,,0,,
122155488932762707,61572881214141,Juan365,"Forever part of our story ang pets na nagpasaya sa atin. Sino sa inyo may furbaby memories? 🐶🐱

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/14/2025 00:35",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02kZNsRXFS4dP6Co3EoDxPsz3cUmvxqLiYrPafY5ZDcKBG2Bs3yuHh6A4Gi5Pz1Guul,0,0,Photos,,,,,Lifetime,35262,19564,501,327,127,47,,,,358,298,,60,0.4,3,1
122155464452762707,61572881214141,Juan365,"Laro na agad, anytime, anywhere.

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Laro na agad, anytime, anywhere.

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"09/13/2025 21:01",N/A,https://www.facebook.com/Juan365officialpage/videos/1089084576620176/,1,0,Videos,,,,,Lifetime,19187,18288,751,446,263,42,51614.675,3.157,0,321,318,3,,0,,
122155436666762707,61572881214141,Juan365,"Ready ka na ba for adventure?  Hoard of Aztec, puno ng hidden treasures para sa’yo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan","Ready ka na ba for adventure?  Hoard of Aztec, puno ng hidden treasures para sa’yo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",22,"09/13/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1497333164916267/,1,0,Videos,,,,,Lifetime,14257,11428,544,325,167,52,52019.913,4.255,0,301,301,,,0.04,,
122155369958762707,61572881214141,Juan365,"Puwede namang masaya at responsable.
Si Juan, hindi all-in sa laro—may control lagi.
🧠 Smart gaming is safe gaming.
Because safety is the real jackpot. EveryJUAN.

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"09/13/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0WUvZ3bkV1NZDm87akTQwhU2fiSxFX7zWLdgn8ur5wdJ6TCwB8MBxW24MuPuAaCkJl,0,0,Photos,,,,,Lifetime,68409,38197,689,377,259,53,,,,1051,884,,167,0.95,4,6
122155345136762707,61572881214141,Juan365,"Kung makakasama mo sina James, Loisa, David at Dennis sa isang photo, anong pose ang gagawin mo? I-comment mo na ang best pic mo below na kasama sila!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/13/2025 05:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0YtVeGcJTTpVaqqFaFBHj5zNL68GBpt9NjPrvTVM8CypSsHjDnvayRTcoBdfGtX2Pl,0,0,Photos,,,,,Lifetime,36378,19959,379,255,88,36,,,,289,222,,67,0.39,1,
122155327760762707,61572881214141,Juan365,"Mas mabilis, mas exciting, mas rewarding! Juankada, i-download na ang Juan365 app today!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/13/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0KsdkKmaEa6DneXZbKLHJT3CLkeYtztckU1cT1YNd1y68QcLvLXLR64kPiFCqb8t3l,0,0,Photos,,,,,Lifetime,69541,39476,717,373,301,43,,,,1029,847,1,181,0.92,10,4
122155294910762707,61572881214141,Juan365,"Salamat, Alexa! 🇵🇭 

Ipinakita mo na tunay ang lakas at tapang ng isang Pilipino. Mabuhay ka! 💙👏

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"09/12/2025 23:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02e9xJWFPvgNeVZ7qxaurMb6pdKrrhqtkRCpCVPmvtbeSnPMDSghapBQtQinc4tjWnl,0,0,Photos,,,,,Lifetime,31419,17896,356,271,60,25,,,,260,197,1,62,0.22,1,
122155282418762707,61572881214141,Juan365,"Konting konti na lang... konting gapang na lang...

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/12/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0wCdkWDune4qYBLMPYwXtZDxhXjq3m1at8K9Cup2EowKvdyobE6CNVLDCJT7B3CJXl,0,0,Photos,,,,,Lifetime,38028,21805,419,272,120,27,,,,468,386,,82,0.44,4,2
122155257404762707,61572881214141,Juan365,"Unleash the thunder, claim the glory! ⚡ Wrath of Olympus is here to test your luck!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan","Unleash the thunder, claim the glory! ⚡ Wrath of Olympus is here to test your luck!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",14,"09/12/2025 16:30",mixed,https://www.facebook.com/Juan365officialpage/videos/807316174985410/,1,0,Videos,,,,,Lifetime,37774,34830,826,507,285,34,102804.36,3.081,0,498,497,1,,0.01,,
122155192394762707,61572881214141,Juan365,"Mas pina-BETTER na tayo, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Mas pina-BETTER na tayo, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",23,"09/12/2025 07:02",N/A,https://www.facebook.com/Juan365officialpage/videos/1047229840639583/,1,0,Videos,,,,,Lifetime,29069,27595,843,512,282,49,81247.623,3.101,0,415,414,1,,0.06,,
122155157084762707,61572881214141,Juan365,"Your favorite Juan365 Game + Color ng suot mong shirt ngayon.
Drop your Juan365 Name sa comments, Juankada! Let’s see sino ang may pinaka cool na name!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/12/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid036PoBtRdMWTfjCScJUNBHDjB12SuEMaaEULvNbXGRywrgXU6ndo8EVGpequdT71Ftl,0,0,Photos,,,,,Lifetime,53535,28679,1003,481,452,70,,,,1029,924,,105,0.68,4,1
122155097228762707,61572881214141,Juan365,"Anong paborito mong video game character, Juankada? Happy Video Games Day!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/11/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid024jhBvXzwpHEkVZmhSnboJzrqgUHoZi2DZ1zoPRyRMbT1UyrDCE1ZMauwweBTmZYBl,0,0,Photos,,,,,Lifetime,39211,20738,559,381,131,47,,,,367,317,3,47,0.38,2,1
122155064480762707,61572881214141,Juan365,"Christmas countdown na, Juankada! 🎄 Tutok na bukas, Saturday, Sept 13, 5:00 PM sa Juan365 Live Stream !

Mechanics:
1️⃣ Follow Juan365 
2️⃣ Share this post
3️⃣ Comment your User ID + screenshot na naka-download ka na ng Juan365 App & naka-follow ka sa Juan365 Official page
4️⃣ Tag 5 friends

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Christmas countdown na, Juankada! 🎄 Tutok na bukas, Saturday, Sept 13, 5:00 PM sa @[61569634500241:2048:Juan365 Live Stream] !

Mechanics:
1️⃣ Follow @[61572881214141:2048:Juan365] 
2️⃣ Share this post
3️⃣ Comment your User ID + screenshot na naka-download ka na ng Juan365 App & naka-follow ka sa Juan365 Official page
4️⃣ Tag 5 friends

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"09/11/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1316704460032824/,1,0,Videos,,,,,Lifetime,58972,54633,1446,793,457,196,147539.511,2.886,0,618,616,2,,0.01,,
122154989672762707,61572881214141,Juan365,"Describe your game today + comment your user ID,  Juankada!  😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/11/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0DfgGbmy4faAJc5Bjyk3uxe5LMUiai3QCSyBCYLANLLqhVsasoNEte3V5EyftrG51l,0,0,Photos,,,,,Lifetime,51819,28206,1084,488,519,77,,,,1054,955,1,98,0.56,3,5
122154961424762707,61572881214141,Juan365,"Lucky charm na, wallpaper pa!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/11/2025 03:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid09HDcfZSBZe5XocwMD7o3JvWUHByFgbPN5kYJf1MhjeoYdK2Kr1UVFWT99Wyrmfxxl,0,0,Photos,,,,,Lifetime,61321,31253,659,391,223,45,,,,879,725,8,146,0.73,3,2
122154941456762707,61572881214141,Juan365,"Huwag magpapadala sa kahina-hinalang links. Protect your winnings, protect yourself! Legit updates? Sa Juan365 CSR at official FB page lang yan!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #juanalert","Huwag magpapadala sa kahina-hinalang links. Protect your winnings, protect yourself! Legit updates? Sa Juan365 CSR at official FB page lang yan!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #juanalert",10,"09/11/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/videos/1489668515402559/,1,0,Videos,,,,,Lifetime,31986,31609,759,441,270,48,87083.637,3.204,0,465,465,,,0,,
122154918476762707,61572881214141,Juan365,"Let’s goooo! Alex Eala pasok na sa São Paulo Open quarterfinals! 🫶🎾

All-out support para kay Alex, para sa Pinas!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #JuanSports",,0,"09/10/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02dmZo2hg8MxAaJ4PGxLDAs5YDrRUtWFGgYrGgahHiWqawEG5ndQYEa6eikiYA2hmbl,0,0,Photos,,,,,Lifetime,46643,26308,483,288,151,44,,,,400,331,1,68,0.42,2,1
122154874280762707,61572881214141,Juan365,"Choose your fate!  Kung ano ang ma-pause mo, yun ang lalaruin mo! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Choose your fate!  Kung ano ang ma-pause mo, yun ang lalaruin mo! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,"09/10/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/2214209809064747/,1,0,Videos,,,,,Lifetime,42342,38807,1377,751,562,64,126360.137,3.572,0,1767,1761,6,,0,,
122154805118762707,61572881214141,Juan365,"Sleep is life pero credits is love! 😍 Anong deserve mo, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/10/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02DsFf9Gi7UoBW66WLiWVGT2ECpDhJmgTHvzyWdXHZxVzBGChGseEnHPRBsAy4Yvb1l,0,0,Photos,,,,,Lifetime,92024,49198,2006,1227,691,88,,,,2512,2227,3,282,1.17,5,4
122154769310762707,61572881214141,Juan365,"Congratulations sa 30 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/10/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02YF2yw7AhSSh5N6RFthGaaUPEEBJcDavEfoT6W9u7WL2ysLUCsJ8C6xNn681jkLCRl,0,0,Photos,,,,,Lifetime,138053,66591,1689,1034,576,79,,,,5915,3929,4,1982,1.96,11,3
122154744740762707,61572881214141,Juan365,"Round of 16, HERE WE GO! 🏆💪 

Isang laban para sa bayan, isang Pinay laban sa mundo—support all the way! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"09/10/2025 00:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0FEkyroR6veRLk77FxifCy7nbdEVKhQWkKgp36zVtDgEJnsjSqtkqsEEy8omMgLGJl,0,0,Photos,,,,,Lifetime,51991,27757,609,375,202,32,,,,599,492,,107,0.6,2,1
122154721808762707,61572881214141,Juan365,"Laro lang, walang kaba!  Sa Juan365, guaranteed safe & secure ka!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/09/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ZQrYgx7oYjQPLwWV8YnCUR6nfBiZYpdKdihPFh8N5joVV27hN15d5dSXcC8jgQLtl,0,0,Photos,,,,,Lifetime,75393,39601,788,430,329,29,,,,1718,1521,1,196,0.94,6,5
122154685310762707,61572881214141,Juan365,"Anong favorite color mo, Juankada? Comment mo na yan, malay mo! 😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/09/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02fsmixFaqNPt2g27HcDBV9ZU3xL69CCrWJnzZPSvejCQnXzXwb27bk22eMbkXUFPYl,0,0,Photos,,,,,Lifetime,78197,40555,2713,986,1563,164,,,,2984,2667,,317,0.93,3,7
122154618890762707,61572881214141,Juan365,"Control is the real flex. 💪🎮
Hindi kailangan ng lucky streak kung may tamang limit.
Si Juan, panalo dahil alam ang hangganan.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"09/09/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0v4zuSRKEh3VuV31sii7e1HZP8TRcSmau8tvMgxFnWEjZpzFDD4vjbmeq7eThzYial,0,0,Photos,,,,,Lifetime,55740,31332,817,449,314,54,,,,878,723,34,121,0.61,4,3
