"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Total clicks","Other Clicks","Link Clicks","Matched Audience Targeting Consumption (Photo Click)","Approximate content monetization earnings","Negative feedback from users: Hide all","Negative feedback from users: Hide"
122154584738762707,61572881214141,Juan365,"Step into the game and face the ultimate trickster!
Joker Ace is here — kaya mo ba siyang talunin?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Step into the game and face the ultimate trickster!
Joker Ace is here — kaya mo ba siyang talunin?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",22,"09/09/2025 03:00",uploaded,https://www.facebook.com/Juan365officialpage/videos/2246693152434502/,1,0,Videos,,,,,Lifetime,12219,12692,510,341,130,39,46663.313,4.504,0,275,275,,,0.04,,
122154551678762707,61572881214141,Juan365,"Triple nine, triple swerte! 🍀 Today’s your moment to shine!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/08/2025 23:21",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02atapipgitKLQ8eunU3EVLsiQfB6uXh3i55L32fnTLhsayHYC9CcxEmUuTRJdxcLSl,0,0,Photos,,,,,Lifetime,128917,64435,1771,1041,655,75,,,,5160,4634,,526,1.94,13,2
122154530060762707,61572881214141,Juan365,"Isa ka na ba sa nabigyan, Juankada? Comment 'G' at baka ikaw na ang susunod na mabigyan 😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"09/08/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0cYudpoG79B1HKBJVHpv7MQSvtjamZTbW2dQYTmJJfc2wx7aRXnX2QTgmy3sAguqrl,0,0,Photos,,,,,Lifetime,85666,47858,1958,787,1082,89,,,,2508,2305,,203,1.07,6,3
122154496988762707,61572881214141,Juan365,"Boring? Not today! Juankada, let’s make it JUANtastic!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan","Boring? Not today! Juankada, let’s make it JUANtastic!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",12,"09/08/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1564696444939879/,1,0,Videos,,,,,Lifetime,56453,38305,855,528,269,58,148927.357,3.108,0,818,551,267,,0.01,,
122154432752762707,61572881214141,Juan365,"3 wishes, 3x the thrill!
Comment 🧞‍♂️ kung handa ka na sa magic spins!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","3 wishes, 3x the thrill!
Comment 🧞‍♂️ kung handa ka na sa magic spins!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",22,"09/08/2025 07:00",uploaded,https://www.facebook.com/Juan365officialpage/videos/1777551979633665/,1,0,Videos,,,,,Lifetime,38857,39078,971,598,322,51,124815.306,3.522,0,729,728,1,,0.12,,
122154392222762707,61572881214141,Juan365,"Congratulations sa 20 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/08/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02xKPs3BZyjRDyR6PK4TJa1rq1jJnY73WhCh7G9viRUdL46aunabN4KhpWwrzLeaaPl,0,0,Photos,,,,,Lifetime,121205,61635,1569,1078,435,56,,,,4307,3312,6,989,1.85,10,6
122153081510762707,61572881214141,Juan365,"I-download na ang Juan365 App in just 4 simple steps!
Mas mabilis, mas madali, mas masaya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/01/2025 00:06",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0jATJEZtbaG2hi3anD7n3bdPWoKb1yMLgsFRYCXgzQs2pgMSiqKH8T24Ej9Fii4jQl,0,0,Photos,,,,,Lifetime,70539,37436,680,402,243,35,,,,859,689,,170,1.31,5,7
122153113622762707,61572881214141,Juan365,"Hassle-free ang saya!  Log in now sa official Juan365 APP o website, gamit lang ang registered mobile number mo.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/01/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0XXY2W5dQFSkgBnRvMspw1i3j4i3gZkfktvcjRDm15hF9mhfFu6zMEW51BfRBDKjfl,0,0,Photos,,,,,Lifetime,83885,44853,745,368,337,40,,,,1540,1317,1,222,1.28,7,10
122153137088762707,61572881214141,Juan365,"Goodnight! Sleep well, Juankada! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/01/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0XCCskD3HvsDxasCN5ps1dWNtDPLwFdpWMghnvMiZTWzdHhvzzcqtE1bWzME9N5Q2l,0,0,Photos,,,,,Lifetime,51859,27218,591,411,142,38,,,,445,372,3,70,0.65,2,1
122153205350762707,61572881214141,Juan365,"First 3 words na makita mo… yan ang darating sa’yo ngayong September!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/01/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0hCDjpaSLVwtCk7ziSwEkGL2VfZQzkqipNn16gBTkeKFLYwWxtohp763yPrrGYvCdl,0,0,Photos,,,,,Lifetime,104913,55005,3192,1090,1888,214,,,,5035,4492,2,541,1.26,7,3
122153234438762707,61572881214141,Juan365,"Kung tatanungin mo ako, Juankada… Isa ito sa mga game na dapat mong subukan: Tiger’s Grace! 🐯
Dito, power at swerte ang dala — ako na mismo ang nagsasabi, masaya ‘to!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Kung tatanungin mo ako, Juankada… Isa ito sa mga game na dapat mong subukan: Tiger’s Grace! 🐯
Dito, power at swerte ang dala — ako na mismo ang nagsasabi, masaya ‘to!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",5,"09/01/2025 20:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1509397300219748/,1,0,Videos,,,,,Lifetime,70419,58284,1628,829,751,48,163707.149,3.002,0,1641,1637,4,,0,,
122153259458762707,61572881214141,Juan365,"Habol na, Juankada! 😊🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/02/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02s7eWMDEgeaFU5nV3hxVNPtHMNrc1g6drHL3pL6GftBeWB5DWobRHjiS27bu8Yo1Fl,0,1,Photos,,,,,Lifetime,82426,40579,795,413,299,83,,,,1601,1349,4,248,0,12,4
122153298032762707,61572881214141,Juan365,"Si Juan, hindi nagpapa-stress sa laro. 😌
May limit, may pahinga—kasi laro dapat, hindi laban sa buhay.
Play safe, play smart, everyJuan. 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"09/02/2025 04:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02eL7P76ay26BGPKESAyDpGABXvZBgjKp2ePrLZVrWHcup8EfP55C86BotFdoNu3jWl,0,0,Photos,,,,,Lifetime,102947,57548,663,373,270,20,,,,1527,1308,2,217,1.68,8,5
122153314826762707,61572881214141,Juan365,"🚧 GCASH SYSTEM MAINTENANCE ALERT! 🛠

Heads up, JUAN365 fam! 📣

Magkakaroon po ng GCash system maintenance ngayong araw, kaya temporary unavailable ang GCash transactions sa ating platform for 30 minutes.⏱️

Start Time: September 3, 2025 (Wednesday) 2:00 AM
End Time   : September 3, 2025 (Wednesday) 2:30 AM

Huwag mag-alala—balik normal agad ang serbisyo after nito. 💯
Thank you for your patience and patuloy na pagtangkilik sa JUAN365! 🎰🇵🇭

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"09/02/2025 06:15",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0cjW5wJYwMVxgiDBtLaThPFmHY3ADAqrnV7g1gTr8w4ZVdd2k3ppstBFzWvhCgg9l,0,0,Photos,,,,,Lifetime,83603,48106,534,330,188,16,,,,1817,1482,150,185,0.39,11,5
122153322464762707,61572881214141,Juan365,"Huwag magpahuli — complete your KYC in 3 days para smooth ang  gaming experience!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Huwag magpahuli — complete your KYC in 3 days para smooth ang  gaming experience!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"09/02/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/videos/3285281324958081/,1,0,Videos,,,,,Lifetime,15642,16162,549,317,171,61,50423.179,4.05,0,237,235,2,,0,,
122153378576762707,61572881214141,Juan365,"Manifesting mode on! ✨ Anong deserve mo, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/02/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0nrPzaq4C6DQFEMXb9nRxJjZUZhcxehaLHjdzc28nzizLFmv6nHEqGjsvcm26MwRzl,0,0,Photos,,,,,Lifetime,89357,52633,1248,541,644,63,,,,1906,1662,8,236,2.03,8,3
122153406290762707,61572881214141,Juan365,"Astig ng Pinay! 🇵🇭 

Alex Eala tuloy ang panalo, abante sa Round of 16 ng Guadalajara 125 Open! 🙌🎾

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"09/02/2025 20:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02BUZDYeZEcUrYF6r4TeJCG9b949U6c6WLTT6ckNV6PAxxAAKS9DSvwiGUvGwtMjkol,0,0,Photos,,,,,Lifetime,79137,43117,649,400,219,30,,,,1007,787,1,219,1.35,7,4
122153441528762707,61572881214141,Juan365,"Andito na tayo sa 1.5M, Juankada! 🥳 Pero hindi tayo titigil dito… ROAD TO 2M na tayo!! Salamat sa walang sawang suporta🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/03/2025 00:09",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Hmko7bHkWgBNxJ1Efhitm7ixmenThHS3rzUcvSv8gio48qxMsQdE6e8fKQUjhDpxl,0,0,Photos,,,,,Lifetime,51584,28251,707,439,219,49,,,,863,748,,115,0.78,11,3
122153473172762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/03/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ujfkgYj8NUDh1YLgEirE4K34zMXDSgaSimNbLmscQ3ZJXc4Ui66Db7oQ93nzsnGgl,0,0,Photos,,,,,Lifetime,133106,68965,1424,906,468,50,,,,4379,3404,281,694,2.18,10,10
122153499752762707,61572881214141,Juan365,"Be Alert, Juankada!
Click smart—Juan365 CSR at Juan365 Official Page lang ang legit.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert",,0,"09/03/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0278cGrL2GhkQZyxBQJ8MiprhrxZ7KiXMoUWK2hKKSdvnMcunBAUP934sB9JeyWyXRl,0,0,Photos,,,,,Lifetime,80331,44230,804,462,304,38,,,,1368,1145,,223,1.2,10,3
122153540702762707,61572881214141,Juan365,"🛠️ Heads up, Juankada!

Magkakaroon po tayo ng maintenance mamayang 4:00 AM.
Estimated downtime: 10–20 minutes lang — saglit lang ‘to!
Please plan your games and transaction accordingly. 🎮💸
Thanks for your understanding!

#Juan365 #MaintenanceUpdate #QuickFixOnly #TheResponsibleJuan #AllInJuanSaSaya",,0,"09/03/2025 12:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ppdYzpWTAYMXpFxSWXb4B8NgQuPt6KTCG9Vm1nAYvEMWkAKTnmcUsF8Penprmmoxl,0,0,Photos,,,,,Lifetime,47859,26880,498,283,183,32,,,,811,659,67,85,0.22,6,6
122153559764762707,61572881214141,Juan365,"touch mo naaa!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/03/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0qM6mN8SULeik47rNPG5W6PDX5QdbVmu4gkewC14RnxKLcqcDRAAkDaxygCn6zGAfl,0,0,Photos,,,,,Lifetime,117557,59288,1299,628,621,50,,,,7231,3524,7,3700,1.88,10,5
122153586428762707,61572881214141,Juan365,"Lahat ba nakapag-generate na? Lapag nyo nga yung sa inyo?
What if gawing merch? 🤔💭

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/03/2025 20:23",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0qe2ZhYRYEhqeuhpA4msv4Yx65cncs52mGzeA1rrFWETW6natGuZ7htcxqMeMTrbjl,0,0,Photos,,,,,Lifetime,101132,52114,836,470,326,40,,,,3348,2578,110,660,1.5,2,
122153614064762707,61572881214141,Juan365,"MATCH ON HOLD 🌧️🎾

Pansamantalang naantala ang laban ni Alex Eala sa Guadalajara Open matapos siyang makalamang ng 3-2 sa huling set. Umaasang muling sisigla ang panahon para maipagpatuloy ang aksyon!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuankSports",,0,"09/04/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid08FUpGhbTkFyBFyhW5tZAPq6pYVsWDCNWq8JH12PzZUJEQzvSCZXTycsGkWAKsDCXl,0,0,Photos,,,,,Lifetime,46629,25455,654,328,303,23,,,,704,604,37,63,0.43,3,2
122153685272762707,61572881214141,Juan365,"Subukan ang Fa Cai Shen—dala ang swerte, saya, at kasaganahan sa bawat spin!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Subukan ang Fa Cai Shen—dala ang swerte, saya, at kasaganahan sa bawat spin!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",24,"09/04/2025 07:01",uploaded,https://www.facebook.com/Juan365officialpage/videos/3311863135629175/,1,0,Videos,,,,,Lifetime,12259,13369,596,379,170,47,49271.159,4.701,0,481,479,2,,0.04,,
122153750216762707,61572881214141,Juan365,"Kung ano ang mascreenshot mo, ‘yun ang lalaruin mo!
Sige nga Juankada, i-comment ang SS niyo sa baba! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Kung ano ang mascreenshot mo, ‘yun ang lalaruin mo!
Sige nga Juankada, i-comment ang SS niyo sa baba! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",7,"09/04/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1234841778659099/,1,0,Videos,,,,,Lifetime,33882,28076,1467,648,742,77,117080.859,4.7,0,1868,1868,,,0,,
122153776364762707,61572881214141,Juan365,"Huh excuse me friend???

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Huh excuse me friend???

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"09/04/2025 20:30",N/A,https://www.facebook.com/Juan365officialpage/videos/3799772336834210/,1,0,Videos,,,,,Lifetime,25364,24929,644,408,182,54,60650.041,2.769,0,365,365,,,0,,
122153813162762707,61572881214141,Juan365,"She’s unstoppable! 🚀

Umarangkada si Alex Eala papunta sa Semifinals ng Guadalajara Open! 🙌🎾

Let’s cheer her on, Juankada! 🇵🇭❤️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"09/05/2025 00:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid028MNoURT8SsQpVmJFnx6L4sDyBEYv6dnTbdnFWHnDqgKDhtXB6WWD1GbLy4sinvkZl,0,0,Photos,,,,,Lifetime,54801,31620,619,359,232,28,,,,624,504,,120,0.72,2,2
122153848478762707,61572881214141,Juan365,"Flex mo nga, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Flex mo nga, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"09/05/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/videos/1206624064606703/,1,0,Videos,,,,,Lifetime,30163,28195,1294,694,511,89,82316.226,3.229,0,1205,1202,3,,0,,
122153876318762707,61572881214141,Juan365,"Mas masaya ‘pag kontrolado.
Hindi kailangan isugal ang lahat—enjoy lang, chill lang. 🎰🧠
Play smart, play responsibly.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"09/05/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02BPXqwKqbuWiXeKBZDWuWa99YjFPwAhUSbx3ef5HnCyHctCy9H3LyEzfq7z9ybq8kl,0,0,Photos,,,,,Lifetime,74619,41681,812,450,301,61,,,,1599,1355,7,237,0.97,14,5
122153935478762707,61572881214141,Juan365,"Pasko na ba? 🎁 Anong nasa wishlist mo ngayong Ber months, Juankada? 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/05/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0e4bzDYK8cv3aewphwrpCCexi3vEMW19Ctu4XmN3nftBrD9i1UqPx3ERaj8EBUak7l,0,0,Photos,,,,,Lifetime,78364,41772,1375,629,692,54,,,,1757,1553,2,202,1.12,9,4
122153976236762707,61572881214141,Juan365,"Ano ba ang tamang pag bigkas? 🤔 Comment mo nga, Juankada!
20 lucky Juankada ang may chance magkaroon ng total of 6,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow Juan365 Official Page and Juan365 Cares 
2️⃣ Share this post
3️⃣ Comment your answer + User ID + screenshot na naka-follow ka sa Juan365 Official & Juan365 Cares at shinare mo itong post.
4️⃣ Tag 5 friends

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Ano ba ang tamang pag bigkas? 🤔 Comment mo nga, Juankada!
20 lucky Juankada ang may chance magkaroon ng total of 6,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow @[61572881214141:2048:Juan365] Official Page and @[61579361702713:2048:Juan365 Cares] 
2️⃣ Share this post
3️⃣ Comment your answer + User ID + screenshot na naka-follow ka sa Juan365 Official & Juan365 Cares at shinare mo itong post.
4️⃣ Tag 5 friends

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",39,"09/05/2025 20:30",uploaded,https://www.facebook.com/Juan365officialpage/videos/1325400502534237/,1,0,Videos,,,,,Lifetime,34252,28658,1388,520,559,309,178412.616,5.885,0,917,916,1,,0.06,,
122154021860762707,61572881214141,Juan365,"The rising tennis star from the Philippines has secured her spot in the Guadalajara Open Final!

Tuloy ang laban, Alex! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"09/06/2025 00:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Rcwi5YfVo1jw4FDtU6pjXNSeqV3DcEYiK4KpoJzARgQBoBqePpFhvwDiNuH9k2uVl,0,0,Photos,,,,,Lifetime,42642,25126,394,267,80,47,,,,299,223,,76,0.47,5,1
122154059996762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"09/06/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/videos/805716842019095/,1,0,Videos,,,,,Lifetime,42854,38506,1368,847,464,57,134017.582,3.826,0,1550,1549,1,,0.01,,
122154085118762707,61572881214141,Juan365,"PAALALA, Juankada! 📌
Safe ka lang sa official Juan365 channels.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert","PAALALA, Juankada! 📌
Safe ka lang sa official Juan365 channels.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert",10,"09/06/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/videos/1352200236614158/,1,0,Videos,,,,,Lifetime,12541,12229,564,381,135,48,41501.087,4.136,0,288,287,1,,0,,
122154147242762707,61572881214141,Juan365,"Alin ang kaya mong i let go Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan","Alin ang kaya mong i let go Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",12,"09/06/2025 16:30",uploaded,https://www.facebook.com/Juan365officialpage/videos/1488888842459274/,1,0,Videos,,,,,Lifetime,20120,19622,756,450,267,39,70022.307,4.235,0,595,594,1,,0.01,,
122154169976762707,61572881214141,Juan365,"Ay sino ho kayo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/06/2025 20:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02gW92ryYtMeD3pSEXfEA4nyUhbiCLUsKxaVRGSyBneshKEkvC5D66UWoMX4tAdXXDl,0,0,Photos,,,,,Lifetime,54076,31554,549,315,202,32,,,,785,660,2,123,0.71,2,3
122154177044762707,61572881214141,Juan365,"JUANderful Victory! 🏆

Congratulations to our very own Alexandra Eala for bringing home the Guadalajara 125 Open Championship! 

You’ve shown the world that Filipinos are truly Number JUAN when it comes to passion, perseverance, and excellence. 
Mabuhay ka, Alex! The whole Juankada is proud of you! 
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanSports #JuanKada",,0,"09/06/2025 21:38",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0221tGLSmWUzCgzm4F5E7Gavz5NRkUiC3tydhQjhXkPq371mpcPjmo9Anb6yQqybiZl,0,0,Photos,,,,,Lifetime,53724,31459,683,396,267,20,,,,546,460,41,45,0.63,5,3
122154194888762707,61572881214141,Juan365,"APP or Website, Saan ka naglalaro, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"09/07/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid025TJVLWuygeFMuBgxMn6UfWneDdirsxLgTJSNQTJY9dJ3eBKahYjLtRi3msKeh4G5l,0,0,Photos,,,,,Lifetime,71623,37739,826,475,304,47,,,,1254,1068,8,178,1,8,5
122154228650762707,61572881214141,Juan365,"Try Jogo do Bicho!
Sama ang swerte at saya sa kakaibang laro na siguradong patok sa Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Try Jogo do Bicho!
Sama ang swerte at saya sa kakaibang laro na siguradong patok sa Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",33,"09/07/2025 04:01",N/A,https://www.facebook.com/Juan365officialpage/videos/2258853151220595/,1,0,Videos,,,,,Lifetime,9823,11911,446,314,105,27,36421.998,4.228,0,198,197,1,,0.03,,
122154258728762707,61572881214141,Juan365,"Iba ang panalong kalmado. 🧊
Hindi kailangang kabahan o mapilit.
Enjoy lang, dahil ‘di sa gigil nasusukat ang saya. 🎯

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"09/07/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid037fd6fRq15yjK74weRD8vwnM3uF8DdYgVpDodtxrBsmbyL5WC9ADmuz8sddcuabUal,0,0,Photos,,,,,Lifetime,101398,51443,971,444,469,58,,,,2371,2124,2,245,1.57,16,6
122154319604762707,61572881214141,Juan365,"Start strong, Juankada! Gawin nating extra rewarding ang Monday mo with cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Start strong, Juankada! Gawin nating extra rewarding ang Monday mo with cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",11,"09/07/2025 16:30",N/A,https://www.facebook.com/Juan365officialpage/videos/1685546168823515/,1,0,Videos,,,,,Lifetime,16384,16734,812,446,308,58,54519.947,4.099,0,594,592,2,,0,,
